GİRESUN ÜNİVERSİTESİ,40.9147814,38.322115
GİRNE AMERİKAN ÜNİVERSİTESİ,35.333249,33.27529
GİRNE ÜNİVERSİTESİ,35.33438,33.340497
GÜMÜŞHANE ÜNİVERSİTESİ,40.4359825,39.5136524
HACETTEPE ÜNİVERSİTESİ,39.8675202,32.734754
HAKKARİ ÜNİVERSİTESİ,37.5611328,43.7232059
HALİÇ ÜNİVERSİTESİ,41.056168,28.950822
HARRAN ÜNİVERSİTESİ,37.118775,38.8192421
HASAN KALYONCU ÜNİVERSİTESİ,41.0653561,28.9947035
HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,36.333781,36.198578
HİTİT ÜNİVERSİTESİ,40.570898,34.981061
HOCA AHMET YESEVİ ULUSLARARASI TÜRK-KAZAK ÜNİVERSİTESİ,39.9246231,32.8309224
İBN HALDUN ÜNİVERSİTESİ,41.1007194,28.77169529999999
IĞDIR ÜNİVERSİTESİ,39.8163699,44.0774752
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,39.8746147,32.7475962
İNÖNÜ ÜNİVERSİTESİ,38.3302973,38.4399655
IŞIK ÜNİVERSİTESİ,41.16889949999999,29.5639972
İSKENDERUN TEKNİK ÜNİVERSİTESİ,36.577317,36.1537509
ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ,37.8302128,30.5311936
İSTANBUL 29 MAYIS ÜNİVERSİTESİ,41.0337946,29.102576
İSTANBUL AREL ÜNİVERSİTESİ,41.055194,28.500315
İSTANBUL AYDIN ÜNİVERSİTESİ,40.9919149,28.7975316
İSTANBUL AYVANSARAY ÜNİVERSİTESİ,41.0380365,28.9447313
İSTANBUL BİLGİ ÜNİVERSİTESİ,41.0671816,28.9455079
İSTANBUL BİLİM ÜNİVERSİTESİ,41.0691102,29.0123566
İSTANBUL ESENYURT ÜNİVERSİTESİ,41.0202846,28.6874592
İSTANBUL GEDİK ÜNİVERSİTESİ,40.9015423,29.2193774
İSTANBUL GELİŞİM ÜNİVERSİTESİ,40.9979914,28.698926
İSTANBUL KENT ÜNİVERSİTESİ,41.0334462,28.9841005
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,40.9912928,28.8321354
İSTANBUL MEDENİYET ÜNİVERSİTESİ,40.99531289999999,29.0645701
İSTANBUL MEDİPOL ÜNİVERSİTESİ,41.088498,29.088595
İSTANBUL OKAN ÜNİVERSİTESİ,40.951848,29.3921173
İSTANBUL RUMELİ ÜNİVERSİTESİ,41.07899099999999,28.270161
İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,41.033234,28.7889547
İSTANBUL ŞEHİR ÜNİVERSİTESİ,40.9050947,29.1561852
İSTANBUL TEKNİK ÜNİVERSİTESİ,41.1055941,29.0253401
İSTANBUL TİCARET ÜNİVERSİTESİ,41.0581271,28.951174
İSTANBUL ÜNİVERSİTESİ,41.0126037,28.961838
İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA,41.0056004,28.94035479999999
İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ,41.0163922,28.90660969999999
İSTİNYE ÜNİVERSİTESİ,41.014532,28.905044
İZMİR BAKIRÇAY ÜNİVERSİTESİ,38.5819758,26.964029
İZMİR DEMOKRASİ ÜNİVERSİTESİ,38.3937715,27.0737345
İZMİR EKONOMİ ÜNİVERSİTESİ,38.3882924,27.0450757
İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ,38.511435,27.0326556
İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,38.3190947,26.6432058
KADİR HAS ÜNİVERSİTESİ,41.024887,28.9588398
KAFKAS ÜNİVERSİTESİ,40.5838495,43.06634990000001
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ,37.5858082,36.8193344
KAPADOKYA ÜNİVERSİTESİ,38.5841104,34.8985585
KARABÜK ÜNİVERSİTESİ,41.2106646,32.6555019
KARADENİZ TEKNİK ÜNİVERSİTESİ,40.99406279999999,39.7738123
KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ,37.1795766,33.25447560000001
KASTAMONU ÜNİVERSİTESİ,41.375878,33.7776307
KAYSERİ ÜNİVERSİTESİ,38.7105083,35.5337977
KIBRIS AMERİKAN ÜNİVERSİTESİ,35.1755496,33.3575825
KIBRIS İLİM ÜNİVERSİTESİ,35.3249463,33.3447576
KIBRIS SAĞLIK VE TOPLUM BİLİMLERİ ÜNİVERSİTESİ,35.189431,32.991011
KIBRIS SOSYAL BİLİMLER ÜNİVERSİTESİ,35.2196301,33.425005
KİLİS 7 ARALIK ÜNİVERSİTESİ,36.731462,37.10274700000001
KIRGIZİSTAN-TÜRKİYE MANAS ÜNİVERSİTESİ,42.8351943,74.5753687
KIRIKKALE ÜNİVERSİTESİ,39.87935909999999,33.4458898
KIRKLARELİ ÜNİVERSİTESİ,41.7948803,27.171464
KIRŞEHİR AHİ EVRAN ÜNİVERSİTESİ,39.14301580000001,34.1247846
KOÇ ÜNİVERSİTESİ,41.2053107,29.0724578
KOCAELİ ÜNİVERSİTESİ,40.8223347,29.9217153
KOMRAT DEVLET ÜNİVERSİTESİ,46.2996712,28.6531529
KONYA GIDA VE TARIM ÜNİVERSİTESİ,37.875753,32.474835
KONYA TEKNİK ÜNİVERSİTESİ,38.0266937,32.5101791
KTO KARATAY ÜNİVERSİTESİ,37.8654831,32.53697
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ,39.47869,29.897701
KÜTAHYA SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,39.47911149999999,29.9012819
LEFKE AVRUPA ÜNİVERSİTESİ,35.1300189,32.8304816
LOKMAN HEKİM ÜNİVERSİTESİ,39.9112427,32.7879978
MALATYA TURGUT ÖZAL ÜNİVERSİTESİ,38.3379578,38.4293819
MALTEPE ÜNİVERSİTESİ,40.9581654,29.18899489999999
MANİSA CELÂL BAYAR ÜNİVERSİTESİ,38.6783153,27.3084833
MARDİN ARTUKLU ÜNİVERSİTESİ,37.3352521,40.7067008
MARMARA ÜNİVERSİTESİ,40.9870259,29.0528132
MEF ÜNİVERSİTESİ,41.1088445,29.0085964
MERSİN ÜNİVERSİTESİ,36.7856856,34.5301964
MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ,41.0297036,28.9883216
MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ,37.1661501,28.3767512
MUNZUR ÜNİVERSİTESİ,39.0458013,39.5174454
MUŞ ALPARSLAN ÜNİVERSİTESİ,38.7702258,41.4268349
NAHCİVAN DEVLET ÜNİVERSİTESİ,39.2253137,45.4033481
NECMETTİN ERBAKAN ÜNİVERSİTESİ,37.8786688,32.4844151
NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ,38.6750934,34.7423163
NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ,37.9414568,34.6243315
NİŞANTAŞI ÜNİVERSİTESİ,41.0521985,28.9850838
NUH NACİ YAZGAN ÜNİVERSİTESİ,38.7858282,35.4063071
ODLAR YURDU ÜNİVERSİTESİ,40.3977378,49.85802529999999
ONDOKUZ MAYIS ÜNİVERSİTESİ,41.3672196,36.1984655
ORDU ÜNİVERSİTESİ,40.9764118,37.9698479
ORTA DOĞU TEKNİK ÜNİVERSİTESİ,39.8910203,32.7780027
OSMANİYE KORKUT ATA ÜNİVERSİTESİ,37.039968,36.222614
ÖZYEĞİN ÜNİVERSİTESİ,41.02939,29.259286
PAMUKKALE ÜNİVERSİTESİ,37.7381573,29.1039378
PİRİ REİS ÜNİVERSİTESİ,40.8149217,29.2903946
RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ,41.0380005,40.4932157
SABANCI ÜNİVERSİTESİ,40.8918026,29.3764651
SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,41.0003943,29.0228842
SAKARYA ÜNİVERSİTESİ,40.742033,30.332731
SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ,40.740106,30.332065
SAMSUN ÜNİVERSİTESİ,41.3672196,36.1984655
SANKO ÜNİVERSİTESİ,37.071793,37.366725
SELÇUK ÜNİVERSİTESİ,38.029533,32.506051
SİİRT ÜNİVERSİTESİ,37.9360072,41.9403985
SİNOP ÜNİVERSİTESİ,42.005882,35.090169
ŞIRNAK ÜNİVERSİTESİ,37.5049229,42.4283177
SİVAS CUMHURİYET ÜNİVERSİTESİ,39.7086847,37.0202941
SÜLEYMAN DEMİREL ÜNİVERSİTESİ,37.8292005,30.5263249
SUMGAYIT DEVLET ÜNİVERSİTESİ,40.5742618,49.6767502
TARSUS ÜNİVERSİTESİ,36.9549393,34.8496239
TED ÜNİVERSİTESİ,39.923257,32.861673
TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ,40.993504,27.584095
TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ,39.92130969999999,32.7988233
TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,40.3310921,36.4798344
TOROS ÜNİVERSİTESİ,36.7947417,34.5915882
TRABZON ÜNİVERSİTESİ,40.991585,39.776666
TRAKYA ÜNİVERSİTESİ,41.64126419999999,26.615635
TÜRK HAVA KURUMU ÜNİVERSİTESİ,39.945546,32.687084
TÜRK-ALMAN ÜNİVERSİTESİ,41.1444508,29.1008685
UFUK ÜNİVERSİTESİ,39.82661119999999,32.7296283
ULUSLARARASI BALKAN ÜNİVERSİTESİ,42.0017722,21.4348412
ULUSLARARASI FİNAL ÜNİVERSİTESİ,35.3301812,33.3613707
ULUSLARARASI KIBRIS ÜNİVERSİTESİ,35.220923,33.416627
ULUSLARARASI SARAYBOSNA ÜNİVERSİTESİ,43.82174699999999,18.309177
UŞAK ÜNİVERSİTESİ,38.67195160000001,29.3302028
ÜSKÜDAR ÜNİVERSİTESİ,41.0249783,29.0392553
VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ,38.5697435,43.2888516
YAKIN DOĞU ÜNİVERSİTESİ,35.22901239999999,33.3246763
YALOVA ÜNİVERSİTESİ,40.6518325,29.2195908
YAŞAR ÜNİVERSİTESİ,38.4547694,27.2018191
YEDİTEPE ÜNİVERSİTESİ,40.97304099999999,29.152844
YILDIZ TEKNİK ÜNİVERSİTESİ,41.0520861,29.0106553
YOZGAT BOZOK ÜNİVERSİTESİ,39.7765263,34.8005086
YÜKSEK İHTİSAS ÜNİVERSİTESİ,39.900305,32.8153379
ZONGULDAK BÜLENT ECEVİT ÜNİVERSİTESİ,41.4513768,31.7630444
